Código;Cliente;Data;Entradas;Saída;Patrimônio;Qtde. Cotas;Cota;Aporte de Títulos;Retirada de Títulos;Dia;Mês;Ano;Total
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-14;0,00;0,00;78.890.024,88;51.433.046,67831480;1,53383923;0,00;0,00;0,5614%;5,8405%;20,9517%;53,3839%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-14;3.600.000,00;0,00;114.900.052,15;7.134.155,46745798;16,10562773;0,00;0,00;0,8529%;-0,2877%;-5,5741%;61,0563%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-14;0,00;0,00;155.771.378,05;100.494.180,20570500;1,55005372;0,00;0,00;0,4055%;1,6641%;2,0731%;55,0054%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-14;0,00;0,00;198.077.508,76;118.349.389,21560600;1,67366735;0,00;0,00;0,1288%;0,6738%;3,4155%;67,3667%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-14;0,00;0,00;240.814.420,08;144.682.672,65772100;1,66443165;0,00;0,00;0,0591%;0,5469%;3,8566%;66,4432%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-14;228.094,27;0,00;287.998.701,37;171.360.175,11335400;1,68066297;0,00;0,00;0,2266%;1,0542%;4,0780%;68,0663%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-14;3.904.000,00;0,00;387.661.385,02;219.481.160,64697400;1,76626269;0,00;0,00;0,0779%;0,6195%;3,9863%;76,6263%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-14;1.307.532,94;0,00;591.823.535,23;349.862.103,72093400;1,69159085;0,00;0,00;0,2237%;1,0354%;4,0528%;69,1591%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-14;3.904.000,00;0,00;1.105.287.016,72;651.287.554,97190400;1,69707990;0,00;0,00;0,0780%;0,5612%;3,7611%;69,7080%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-14;2.369.699,65;0,00;1.163.687.414,63;739.624.073,16854500;1,57334983;0,00;0,00;0,1103%;0,6610%;3,4474%;57,3350%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-15;0,00;11.000,00;17.500.160,28;10.494.218,68353980;1,66760011;0,00;0,00;0,0546%;0,6069%;3,7640%;66,7600%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-15;0,00;0,00;34.873.960,79;21.601.931,58082440;1,61439085;0,00;0,00;0,0607%;1,0919%;4,1816%;61,4391%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-15;0,00;0,00;78.691.503,55;51.433.046,67831480;1,52997943;0,00;0,00;-0,2516%;5,5741%;20,6473%;52,9979%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-15;0,00;0,00;115.004.193,17;7.134.155,46745798;16,12022526;0,00;0,00;0,0906%;-0,1973%;-5,4886%;61,2023%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-15;0,00;0,00;156.080.772,45;100.494.180,20570500;1,55313245;0,00;0,00;0,1986%;1,8660%;2,2759%;55,3132%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-15;0,00;0,00;198.176.751,26;118.349.389,21560600;1,67450591;0,00;0,00;0,0501%;0,7242%;3,4673%;67,4506%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-15;0,00;0,00;240.940.271,08;144.682.672,65772100;1,66530150;0,00;0,00;0,0523%;0,5995%;3,9109%;66,5302%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-15;0,00;0,00;288.127.384,91;171.360.175,11335400;1,68141393;0,00;0,00;0,0447%;1,0993%;4,1245%;68,1414%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-15;0,00;0,00;387.883.370,62;219.481.160,64697400;1,76727410;0,00;0,00;0,0573%;0,6771%;4,0459%;76,7274%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-15;0,00;0,00;592.093.291,69;349.862.103,72093400;1,69236189;0,00;0,00;0,0456%;1,0814%;4,1003%;69,2362%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-15;0,00;20,00;1.105.900.014,48;651.287.543,19348800;1,69802114;0,00;0,00;0,0555%;0,6170%;3,8187%;69,8021%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-15;0,00;0,00;1.164.502.464,12;739.624.073,16854500;1,57445181;0,00;0,00;0,0700%;0,7315%;3,5199%;57,4452%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-16;0,00;0,00;17.505.092,64;10.494.218,68353980;1,66807012;0,00;0,00;0,0282%;0,6353%;3,7932%;66,8070%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-16;0,00;0,00;34.882.026,53;21.601.931,58082440;1,61476424;0,00;0,00;0,0231%;1,1153%;4,2057%;61,4764%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-16;0,00;0,00;78.381.928,25;51.433.046,67831480;1,52396044;0,00;0,00;-0,3934%;5,1588%;20,1727%;52,3960%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-16;0,00;0,00;115.187.150,58;7.134.155,46745798;16,14587054;0,00;0,00;0,1591%;-0,0385%;-5,3382%;61,4587%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-16;0,00;0,00;155.985.141,87;100.494.180,20570500;1,55218085;0,00;0,00;-0,0613%;1,8036%;2,2132%;55,2181%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-16;0,00;0,00;198.106.145,82;118.349.389,21560600;1,67390932;0,00;0,00;-0,0356%;0,6884%;3,4304%;67,3909%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-16;0,00;0,00;241.065.487,97;144.682.672,65772100;1,66616695;0,00;0,00;0,0520%;0,6517%;3,9649%;66,6167%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-16;0,00;0,00;288.110.024,43;171.360.175,11335400;1,68131262;0,00;0,00;-0,0060%;1,0932%;4,1182%;68,1313%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-16;0,00;1.240.000,00;386.736.517,13;218.779.683,55288000;1,76769849;0,00;0,00;0,0240%;0,7013%;4,0709%;76,7698%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-16;0,00;0,00;592.066.750,38;349.862.103,72093400;1,69228602;0,00;0,00;-0,0045%;1,0769%;4,0956%;69,2286%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-16;0,00;1.240.000,00;1.104.975.467,55;650.557.489,62150900;1,69850549;0,00;0,00;0,0285%;0,6457%;3,8483%;69,8505%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-16;0,00;0,00;1.164.994.166,64;739.624.073,16854500;1,57511661;0,00;0,00;0,0422%;0,7741%;3,5636%;57,5117%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-17;0,00;60.000,00;17.462.305,37;10.458.284,30682670;1,66971033;0,00;0,00;0,0983%;0,7342%;3,8953%;66,9710%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-17;0,00;0,00;34.913.783,60;21.601.931,58082440;1,61623434;0,00;0,00;0,0910%;1,2073%;4,3006%;61,6234%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-17;0,00;0,00;78.289.555,88;51.433.046,67831480;1,52216446;0,00;0,00;-0,1178%;5,0349%;20,0311%;52,2164%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-17;0,00;0,00;116.279.043,54;7.134.155,46745798;16,29892201;0,00;0,00;0,9479%;0,9090%;-4,4409%;62,9892%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-17;0,00;0,00;156.669.908,01;100.494.180,20570500;1,55899484;0,00;0,00;0,4390%;2,2505%;2,6619%;55,8995%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-17;0,00;0,00;198.521.281,50;118.349.389,21560600;1,67741703;0,00;0,00;0,2096%;0,8994%;3,6472%;67,7417%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-17;0,00;0,00;241.245.724,41;144.682.672,65772100;1,66741269;0,00;0,00;0,0748%;0,7270%;4,0426%;66,7413%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-17;0,00;1.039.825,62;287.630.280,27;170.742.914,45152500;1,68458106;0,00;0,00;0,1944%;1,2898%;4,3207%;68,4581%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-17;0,00;0,00;387.080.129,68;218.779.683,55288000;1,76926908;0,00;0,00;0,0888%;0,7908%;4,1633%;76,9269%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-17;0,00;127.979,71;593.095.018,30;349.786.625,77943600;1,69559089;0,00;0,00;0,1953%;1,2743%;4,2989%;69,5591%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-17;0,00;0,00;1.106.085.652,66;650.557.489,62150900;1,70021200;0,00;0,00;0,1005%;0,7468%;3,9526%;70,0212%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-17;0,00;11.896,50;1.166.390.028,71;739.616.529,51001400;1,57701995;0,00;0,00;0,1208%;0,8959%;3,6887%;57,7020%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-20;0,00;0,00;17.469.590,53;10.458.284,30682670;1,67040693;0,00;0,00;0,0417%;0,7763%;3,9386%;67,0407%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-20;0,00;0,00;34.944.569,65;21.601.931,58082440;1,61765949;0,00;0,00;0,0882%;1,2966%;4,3925%;61,7659%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-20;0,00;0,00;78.292.174,56;51.433.046,67831480;1,52221538;0,00;0,00;0,0033%;5,0384%;20,0351%;52,2215%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-20;0,00;0,00;115.663.137,46;7.134.155,46745798;16,21258998;0,00;0,00;-0,5297%;0,3745%;-4,9470%;62,1259%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-20;0,00;0,00;156.340.575,24;100.494.180,20570500;1,55571770;0,00;0,00;-0,2102%;2,0356%;2,4461%;55,5718%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-20;0,00;0,00;198.530.108,91;118.349.389,21560600;1,67749162;0,00;0,00;0,0044%;0,9038%;3,6518%;67,7492%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-20;0,00;0,00;241.391.897,73;144.682.672,65772100;1,66842299;0,00;0,00;0,0606%;0,7880%;4,1057%;66,8423%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-20;0,00;0,00;287.508.641,70;170.742.914,45152500;1,68386865;0,00;0,00;-0,0423%;1,2469%;4,2765%;68,3869%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-20;0,00;0,00;387.277.357,58;218.779.683,55288000;1,77017057;0,00;0,00;0,0510%;0,8421%;4,2164%;77,0171%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-20;0,00;0,00;592.849.344,43;349.786.625,77943600;1,69488854;0,00;0,00;-0,0414%;1,2324%;4,2557%;69,4889%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-20;0,00;0,00;1.106.553.697,26;650.557.489,62150900;1,70093145;0,00;0,00;0,0423%;0,7894%;3,9966%;70,0931%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-20;0,00;138.548,94;1.166.490.916,52;739.528.692,63479400;1,57734368;0,00;0,00;0,0205%;0,9166%;3,7100%;57,7344%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-22;0,00;0,00;17.473.187,77;10.458.284,30682670;1,67075089;0,00;0,00;0,0206%;0,7970%;3,9600%;67,0751%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-22;0,00;0,00;34.929.711,06;21.601.931,58082440;1,61697166;0,00;0,00;-0,0425%;1,2535%;4,3481%;61,6972%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-22;0,00;0,00;77.014.954,52;51.433.046,67831480;1,49738270;0,00;0,00;-1,6314%;3,3248%;18,0769%;49,7383%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-22;0,00;0,00;115.144.736,87;7.134.155,46745798;16,13992538;0,00;0,00;-0,4482%;-0,0753%;-5,3731%;61,3993%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-22;0,00;0,00;156.111.353,68;100.494.180,20570500;1,55343676;0,00;0,00;-0,1466%;1,8860%;2,2959%;55,3437%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-22;0,00;0,00;198.493.493,47;118.349.389,21560600;1,67718224;0,00;0,00;-0,0184%;0,8852%;3,6327%;67,7182%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-22;0,00;0,00;241.513.395,81;144.682.672,65772100;1,66926275;0,00;0,00;0,0503%;0,8388%;4,1581%;66,9263%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-22;0,00;0,00;286.956.262,77;170.742.914,45152500;1,68063351;0,00;0,00;-0,1921%;1,0524%;4,0762%;68,0634%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-22;0,00;130.000,00;387.262.566,58;218.706.266,14294500;1,77069717;0,00;0,00;0,0297%;0,8721%;4,2474%;77,0697%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-22;0,00;0,00;591.750.743,75;349.786.625,77943600;1,69174776;0,00;0,00;-0,1853%;1,0448%;4,0625%;69,1748%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-22;0,00;130.000,00;1.106.653.288,81;650.481.076,76408600;1,70128437;0,00;0,00;0,0207%;0,8103%;4,0182%;70,1284%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-22;0,00;0,00;1.166.697.615,19;739.528.692,63479400;1,57762319;0,00;0,00;0,0177%;0,9345%;3,7284%;57,7623%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-23;0,00;0,00;17.471.560,73;10.458.284,30682670;1,67059531;0,00;0,00;-0,0093%;0,7876%;3,9504%;67,0595%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-23;0,00;0,00;34.883.854,57;21.601.931,58082440;1,61484886;0,00;0,00;-0,1313%;1,1206%;4,2111%;61,4849%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-23;0,00;0,00;76.250.097,74;51.433.046,67831480;1,48251178;0,00;0,00;-0,9931%;2,2987%;16,9042%;48,2512%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-23;0,00;0,00;115.252.127,74;7.134.155,46745798;16,15497844;0,00;0,00;0,0933%;0,0179%;-5,2848%;61,5498%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-23;0,00;0,00;155.518.475,84;100.494.180,20570500;1,54753714;0,00;0,00;-0,3798%;1,4991%;1,9074%;54,7537%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-23;0,00;0,00;198.227.432,68;118.349.389,21560600;1,67493414;0,00;0,00;-0,1340%;0,7500%;3,4937%;67,4934%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-23;0,00;0,00;241.539.214,27;144.682.672,65772100;1,66944120;0,00;0,00;0,0107%;0,8495%;4,1692%;66,9441%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-23;0,00;63.627,12;286.536.899,78;170.705.008,45045000;1,67855005;0,00;0,00;-0,1240%;0,9271%;3,9472%;67,8550%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-23;0,00;0,00;387.216.815,79;218.706.266,14294500;1,77048798;0,00;0,00;-0,0118%;0,8602%;4,2351%;77,0488%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-23;0,00;62.216,90;590.979.424,36;349.749.804,95654600;1,68972052;0,00;0,00;-0,1198%;0,9237%;3,9378%;68,9721%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-23;0,00;0,00;1.106.545.276,38;650.481.076,76408600;1,70111832;0,00;0,00;-0,0098%;0,8005%;4,0080%;70,1118%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-23;0,00;0,00;1.166.760.334,73;739.528.692,63479400;1,57770800;0,00;0,00;0,0054%;0,9399%;3,7340%;57,7708%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-24;0,00;0,00;17.483.286,82;10.458.284,30682670;1,67171654;0,00;0,00;0,0671%;0,8553%;4,0201%;67,1717%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-24;0,00;0,00;34.915.413,82;21.601.931,58082440;1,61630980;0,00;0,00;0,0905%;1,2121%;4,3054%;61,6310%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-24;0,00;3.300.000,00;72.657.469,96;49.198.519,19159880;1,47682229;0,00;0,00;-0,3838%;1,9061%;16,4556%;47,6822%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-24;0,00;0,00;116.232.246,33;7.134.155,46745798;16,29236241;0,00;0,00;0,8504%;0,8684%;-4,4793%;62,9236%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-24;0,00;0,00;155.795.658,55;100.494.180,20570500;1,55029533;0,00;0,00;0,1782%;1,6800%;2,0890%;55,0295%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-24;0,00;0,00;198.403.839,28;118.349.389,21560600;1,67642470;0,00;0,00;0,0890%;0,8397%;3,5858%;67,6425%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-24;0,00;0,00;241.706.198,53;144.682.672,65772100;1,67059534;0,00;0,00;0,0691%;0,9193%;4,2412%;67,0595%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-24;13.870,50;0,00;286.878.439,54;170.713.262,39352200;1,68046955;0,00;0,00;0,1144%;1,0426%;4,0660%;68,0470%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-24;0,00;0,00;387.458.090,42;218.706.266,14294500;1,77159117;0,00;0,00;0,0623%;0,9230%;4,3001%;77,1591%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-24;11.797,07;0,00;591.675.027,47;349.756.778,55695200;1,69167565;0,00;0,00;0,1157%;1,0405%;4,0581%;69,1676%
